t,posx,posy,posz,velx,vely,velz,accx,accy,accz,jerkx,jerky,jerkz,snapx,snapy,snapz, yaw
0.12,0.0006673543366137073,-0.0010557873882617867,0.0,0.021761556190161582,-0.034130859930843784,0.0,0.5228622076333501,-0.8075452091250416,0.0,7.95984790609355,-11.86614510185382,0.0,45.60172605632008,-56.48719273091996,0.0,0.0
0.13,0.0009124583163681694,-0.0014394738253486977,0.0,0.02739560352853123,-0.04280870872448334,0.0,0.6046737221990327,-0.9289008932719192,0.0,8.395709023952605,-12.391933347142775,0.0,41.55432030191502,-48.65250018614694,0.0,0.0
0.14,0.0012180642944000005,-0.0019160908928000007,0.0,0.03386888054857144,-0.05272509366857145,0.0,0.6906399059591839,-1.0551210135510207,0.0,8.790629177842566,-12.838869551020412,0.0,37.4153742607247,-40.72014127446897,0.0,0.0
0.15,0.0015927654402703472,-0.002498253992903983,0.0,0.04122087209756351,-0.06392470108383837,0.0,0.7803469563595952,-1.1854125019124686,0.0,9.143748194842287,-13.206077754592052,0.0,33.1959339220903,-32.71025695076034,0.0,0.0
0.16,0.0020455289431258027,-0.0031989856001526594,0.0,0.049486883829598906,-0.07644424616939677,0.0,0.8733730214163147,-1.3189745377651831,0.0,9.454316361924029,-13.492883408511762,0.0,28.907045275352964,-24.642988169895204,0.0,0.0
0.17,0.0025856538357050003,-0.004031635195966789,0.0,0.05869796723427629,-0.09031240554780698,0.0,0.96928930431458,-1.4550005620723683,0.0,9.721694425953473,-13.698813372982348,0.0,24.559754309853894,-16.538475886747875,0.0,0.0
0.18,0.0032227281238621248,-0.005009798629576318,0.0,0.06888085571138827,-0.10554976995109722,0.0,1.067661168007752,-1.5926802914469993,0.0,9.945353593689704,-13.82359591775536,0.0,20.165107014934264,-8.416861056192602,0.0,0.0
0.19,0.003966585332067251,-0.006147237106465833,0.0,0.0800579116915973,-0.12216881704773913,0.0,1.1680492398162503,-1.731201732247312,0.0,10.124875531785227,-13.86716072213109,0.0,15.734149379935246,-0.29828463310357733,0.0,0.0
0.2,0.004827260575343366,-0.007457796005794478,0.0,0.09224708480310077,-0.14017390441057725,0.0,1.2700105160264856,-1.8697531946722883,0.0,10.25995236678595,-13.829638874958565,0.0,11.277927394198002,7.797112427644919,0.0,0.0
0.21,0.0058149462681,-0.0089553237282,0.0,0.10546188108428571,-0.15956128262571428,0.0,1.373099466489796,-2.007525306857143,0.0,10.350386685131198,-13.71136287463557,0.0,6.807487047063745,15.849189171178665,0.0,0.0
0.22,0.0069399475803233685,-0.01065359077539641,0.0,0.11971134324237286,-0.18031912854235088,0.0,1.4768691392213789,-2.143713028968815,0.0,10.396091533153704,-13.512866629108624,0.0,2.333874327873602,23.837804642623382,0.0,0.0
0.23,0.008212637751582859,-0.012566209262974784,0.0,0.13500004195804957,-0.20242759866358018,0.0,1.5808722649992268,-2.277517667301449,0.0,10.39709041707962,-13.234885455872982,0.0,-2.1318647740312144,31.74281788710485,0.0,0.0
0.24,0.009643413373313836,-0.014706553067816812,0.0,0.1513280782360928,-0.22585890267813713,0.0,1.6846623619630596,-2.4081488883718865,0.0,10.353517303028502,-12.878356081972653,0.0,-6.578684269309548,39.544087949748786,0.0,0.0
0.25,0.011242649749836606,-0.017087678811530636,0.0,0.1686910968019809,-0.25057739713310356,0.0,1.7877948402132615,-2.534826733015156,0.0,10.265616617013322,-12.444416644000377,0.0,-10.9955381686202,47.22147387568103,0.0,0.0
0.26,0.013020656448571444,-0.01972224788131845,0.0,0.18708031054449492,-0.27653969924756666,0.0,1.8898281064098126,-2.656783630479954,0.0,10.133743244940458,-11.93440668809765,0.0,-15.371380482622016,54.75483471002727,0.0,0.0
0.27,0.014987633149909568,-0.022622449689685492,0.0,0.20648253600430924,-0.3036948208672334,0.0,1.9903246683712235,-2.7732664125241357,0.0,9.958362532609714,-11.3498671699547,0.0,-19.695165221973824,62.124029497913284,0.0,0.0
0.28,0.017153625907200012,-0.02579992637440001,0.0,0.2268802399085715,-0.33198432256000016,0.0,2.0888522396734697,-2.8835383275102053,0.0,9.740050285714288,-10.6925404548105,0.0,-23.955846397334426,69.3089172844648,0.0,0.0
0.29,0.019528483927312164,-0.029265699140113576,0.0,0.248251596751472,-0.3613424878524752,0.0,2.184984844248927,-2.9868810545007953,0.0,9.4794927698408,-9.964370317452769,0.0,-28.142378019362667,76.28935711480756,0.0,0.0
0.3,0.022121816982234078,-0.033030096443051556,0.0,0.2705705574208026,-0.3916965176074595,0.0,2.2783039209853038,-3.0825967173541646,0.0,9.177486710469278,-9.167501942217958,0.0,-32.24371409871735,83.04520803406743,0.0,0.0
0.31,0.02494295356216615,-0.03710268422018296,0.0,0.293806928870504,-0.42296674454237826,0.0,2.368399428324576,-3.170009898819677,0.0,8.83493929297317,-8.304281922991278,0.0,-36.2488086460573,89.55632908737002,0.0,0.0
0.32,0.028000899880570362,-0.04149219836427963,0.0,0.3179264648392041,-0.45506686788867096,0.0,2.45487094886192,-3.248469654633292,0.0,8.452868162619321,-7.377258263206659,0.0,-40.146615672041406,95.80257931984119,0.0,0.0
0.33,0.031304299841634735,-0.046206479646273856,0.0,0.3428909676147436,-0.4879042081921338,0.0,2.537328793944649,-3.317351527613054,0.0,8.032401424567993,-6.389180375846804,0.0,-43.9260891873284,101.76381777660666,0.0,0.0
0.34,0.03486139608061314,-0.051252411286324365,0.0,0.3686584008446931,-0.5213799822542187,0.0,2.615395108271146,-3.3760595617545768,0.0,7.574777643872878,-5.342999083443128,0.0,-47.57618320257714,107.41990350279221,0.0,0.0
0.35000000000000003,0.03867999218750002,-0.05663585937500003,0.0,0.3951830133928573,-0.5553895982142858,0.0,2.6887049744897964,-3.424028316326532,0.0,7.081345845481049,-4.241866618075805,0.0,-51.08585172844647,112.75069554352353,0.0,0.0
0.36,0.042767416224500296,-0.06236161634599075,0.0,0.4224154742417707,-0.589822970772812,0.0,2.7569075177979245,-3.4607248799661368,0.0,6.553565514233019,-3.0891366213737546,0.0,-54.44404877559518,117.73605294392638,0.0,0.0
0.37,0.04713048564775411,-0.06843334770175556,0.0,0.4503030184411816,-0.6245648565555538,0.0,2.8196670105407273,-3.4856508847746444,0.0,5.993006594862689,-1.8883641445146184,0.0,-57.63972835468212,122.35583474912664,0.0,0.0
0.38,0.05177547374377623,-0.07485354219351655,0.0,0.4787896041025247,-0.6594952096186644,0.0,2.876663976810207,-3.498344520412821,0.0,5.401349491997387,-0.64330564822481,0.0,-60.6618444763661,126.5899000042499,0.0,0.0
0.39,0.05670807769107037,-0.08162346565700929,0.0,0.5078160804393844,-0.6944895570947672,0.0,2.927596297044107,-3.4983825481964503,0.0,4.780385070157845,0.6420809972205405,0.0,-63.499351151306,130.41810775442207,0.0,0.0
0.4,0.06193338835737783,-0.08874311870539853,0.0,0.5373203668539471,-0.729419394979983,0.0,2.972180312624842,-3.485382315191801,0.0,4.132014653758216,1.9636365119975494,0.0,-66.14120239016054,133.82031704476873,0.0,0.0
0.41000000000000003,0.06745586194302082,-0.09621119848076883,0.0,0.5672376430694418,-0.7641526040619119,0.0,3.0101519304784405,-3.4590037683111303,0.0,3.458250027106053,3.3170002067335913,0.0,-68.57635220358861,136.7763869204158,0.0,0.0
0.42,0.0732792935808,-0.10402506466559999,0.0,0.5975005503085714,-0.7985538859885714,0.0,3.0412677276734703,-3.418951468408166,0.0,2.7612134344023382,4.697609982507285,0.0,-70.79375460224904,139.26617642648893,0.0,0.0
0.43,0.07940679300290641,-0.1121807099556367,0.0,0.6280394035179337,-0.8324852194782882,0.0,3.065306056019975,-3.3649766043735876,0.0,2.0431375797414404,6.1007023308485335,0.0,-72.78236359680062,141.2695446081139,0.0,0.0
0.44,0.08584076238530738,-0.12067273519556145,0.0,0.6587824146384288,-0.865806336670545,0.0,3.082068146668412,-3.2968790072305274,0.0,1.3063656271111552,7.521312333738494,0.0,-74.53113319790222,142.76635051041654,0.0,0.0
0.45,0.09258287648006655,-0.1294943293788811,0.0,0.689655926921659,-0.8983752196177827,0.0,3.0913792147085832,-3.2145091642300416,0.0,0.5533512003926973,8.954273663609547,0.0,-76.02901741621261,143.73645317852254,0.0,0.0
0.46,0.09963406514605795,-0.13863725471343627,0.0,0.7205846602923178,-0.9300486169181562,0.0,3.093089563768566,-3.1177702329466137,0.0,-0.21334161663931925,10.394218583345364,0.0,-77.26497026239062,144.15971165755758,0.0,0.0
0.47000000000000003,0.10699449838853368,-0.14809183695394262,0.0,0.7514919677565657,-0.9606825804892483,0.0,3.0870756906136565,-3.0066200553736286,0.0,-0.9910382803168755,11.83557794628088,0.0,-78.22794574709513,144.0159849926476,0.0,0.0
0.48,0.1146635740180055,-0.1578469612029745,0.0,0.7823001028563975,-0.9901330224827328,0.0,3.0732413897452937,-2.8810731720188727,0.0,-1.7769537870785075,13.272581196202244,0.0,-78.9068978809849,143.28513222891814,0.0,0.0
0.49,0.12263990803889996,-0.16789007338179998,0.0,0.8129304981700001,-1.01825629234,0.0,3.051518858,-2.7412028360000016,0.0,-2.5681926734693796,14.699256367346921,0.0,-79.29078067471883,141.94701241149517,0.0,0.0
0.5,0.13092132787844715,-0.1782071875724765,0.0,0.843304054858095,-1.0449097739887292,0.0,3.0218697991483143,-2.587143027140055,0.0,-3.361749016141232,16.1094300844036,0.0,-79.36854813895567,139.9814845855043,0.0,0.0
0.51,0.13950486856626237,-0.18878289943261733,0.0,0.8733414432562755,-1.0699525031804218,0.0,2.9842865284937234,-2.4190904660629178,0.0,-4.154506431852371,17.4967275625122,0.0,-79.12915428435429,137.36840779607127,0.0,0.0
0.52,0.148386771975082,-0.19960040588423816,0.0,0.90296341451333,-1.0932458049688876,0.0,2.9387930774715985,-2.2373066282888296,0.0,-4.943238077467719,18.854572607263975,0.0,-78.56155312157347,134.08764108832196,0.0,0.0
0.53,0.15756248923311145,-0.21064153127809343,0.0,0.9320911232755553,-1.1146539513296836,0.0,2.8854462982481284,-2.0421197583298487,0.0,-5.724606649958775,20.176187614701345,0.0,-77.65469866127205,130.11904350738206,0.0,0.0
0.54,0.16702668641844748,-0.22188676023491133,0.0,0.9606464614170601,-1.1340448389205122,0.0,2.8243369683192556,-1.833926883785363,0.0,-6.495164386403623,21.454593571318064,0.0,-76.39754491410886,125.44247409837732,0.0,0.0
0.55,0.17677325364603197,-0.23331527736493807,0.0,0.9885524028160569,-1.151290686982571,0.0,2.7555908951096058,-1.6131958294375661,0.0,-7.251353063986943,22.682610054059104,0.0,-74.77904589074276,120.03779190643345,0.0,0.0
0.56,0.18679531765760007,-0.24490501406720003,0.0,1.0157333591771436,-1.1662687553828575,0.0,2.6793700205714304,-1.380467231346941,0.0,-7.9895039999999975,23.852855230320696,0.0,-72.78815560183253,113.88485597667633,0.0,0.0
0.5700000000000001,0.19708525802508003,-0.25663270260989446,0.0,1.0421155468995729,-1.1788620827974292,0.0,2.5958735257835266,-1.136356550947752,0.0,-8.705838051840637,24.957745857950343,0.0,-70.41382805803696,106.96352535423156,0.0,0.0
0.58,0.207634727077906,-0.2684739376933161,0.0,1.067627364991515,-1.1889602450356214,0.0,2.5053389355501903,-0.8815560891435408,0.0,-9.396465617013305,25.98949728524678,0.0,-67.64501727001505,99.25365908422506,0.0,0.0
0.59,0.2184346736647041,-0.28040324569673286,0.0,1.0921997840303068,-1.196460133505215,0.0,2.4080432230001305,-0.6168370004025899,0.0,-10.05738663312904,26.940123450960044,0.0,-64.47067724842535,90.73511621178241,0.0,0.0
0.6,0.2294753708598094,-0.29239416181061584,0.0,1.1157667461686882,-1.2012667538185622,0.0,2.304303914185419,-0.343051306853439,0.0,-10.68449057790546,27.80143688429141,0.0,-60.87976200392694,81.38775578202956,0.0,0.0
0.61,0.24074644772507653,-0.3044193152556365,0.0,1.138265576187034,-1.2032940445396647,0.0,2.194480192680415,-0.06113391238035374,0.0,-11.273556469166756,28.56504870489334,0.0,-56.861225547178435,71.19143684009202,0.0,0.0
0.62,0.25223692523744234,-0.3164505227898395,0.0,1.1596374035915675,-1.2024657160722136,0.0,2.0789740041807097,0.22789538328118114,0.0,-11.820252864843715,29.222368622869695,0.0,-52.40402188883877,60.12601843109573,0.0,0.0
0.63,0.2639352564927,-0.3284588907054,0.0,1.179827595758572,-1.1987161096885717,0.0,1.958231161102041,0.5229298704489752,0.0,-12.32013786297376,29.764604938775523,0.0,-47.49710503956683,48.17135960016657,0.0,0.0
0.64,0.2758293712959459,-0.34041492551637675,0.0,1.1987862021245819,-1.1919910766997235,0.0,1.8327424471792533,0.8227739153986506,0.0,-12.768659101700814,30.182764543617015,0.0,-42.129429010021255,35.307319392429946,0.0,0.0
0.65,0.2879067252491579,-0.3522886535388673,0.0,1.2164684094225728,-1.1822488777661726,0.0,1.7030447220652125,1.1261409462681313,0.0,-13.16115375927547,30.467652918851826,0.0,-36.28994781086111,21.513756853011785,0.0,0.0
0.66,0.3001543534463658,-0.36404974956497993,0.0,1.2328350079641353,-1.1694611023497972,0.0,1.5697220259297435,1.4316514389621966,0.0,-13.49284855405486,30.609874136388722,0.0,-29.96761545274495,6.770531027037862,0.0,0.0
0.67,0.3125589288868731,-0.37566767483202623,0.0,1.2478528689676365,-1.1536136083066575,0.0,1.4334066840585666,1.737830903056952,0.0,-13.758859744502724,30.599830858587804,0.0,-23.151385946331857,-8.942499040366087,0.0,0.0
0.68,0.3251068257169908,-0.38711182448834786,0.0,1.2614954329323764,-1.1347074816207587,0.0,1.2947804114522343,2.0431078677043737,0.0,-13.954193129189367,30.427724338260404,0.0,-15.830213302280441,-25.645474304074114,0.0,0.0
0.6900000000000001,0.33778418741074245,-0.3983516847571855,0.0,1.2737432090587322,-1.1127600162787739,0.0,1.1545754174250704,2.345811867536786,0.0,-14.073744046791711,30.083554418669088,0.0,-7.9930515312496055,-43.35853571896081,0.0,0.0
0.7000000000000001,0.35057700000000014,-0.4093570000000002,0.0,1.2845842857142864,-1.0878057142857147,0.0,1.0135755102040829,2.644171428571423,0.0,-14.112297376093297,29.557119533527676,0.0,0.3711453561017066,-62.10182423990028,0.0,0.0
0.71,0.36347117046451266,-0.42009794988065435,0.0,1.2940148519459505,-1.0598973058215597,0.0,0.8726172015279182,2.9363120541148926,0.0,-14.064527535984153,28.838016707001305,0.0,9.273423349114765,-81.89548082176653,0.0,0.0
0.72,0.3764526103922842,-0.4305453368318678,0.0,1.3020397300380788,-1.0291067895388404,0.0,0.7325908112457941,3.2202542106677186,0.0,-13.924998485460968,27.915641553706326,0.0,18.724828437130867,-102.75964641943422,0.0,0.0
0.73,0.3895073250207647,-0.44067078402534887,0.0,1.308672919116564,-0.9955264930011783,0.0,0.5944415719164196,3.4939113138288573,0.0,-13.68816372362706,26.779188278710404,0.0,28.73640660949097,-124.71446198777717,0.0,0.0
0.74,0.4026216773987602,-0.45044672386402795,0.0,1.3139392184054528,-0.9592635283208516,0.0,0.4591556297932584,3.755191974839298,0.0,-13.361332856115968,25.445890070355993,0.0,34.07667706185348,-136.59016358107593,0.0,0.0
0.75,0.4157818146935909,-0.45984741555676084,0.0,1.317868397222483,-0.920462117643052,0.0,0.3272500066262668,4.002806033721053,0.0,-13.019412049011786,24.075431052727286,0.0,34.304483374699316,-137.48445782837084,0.0,0.0
0.76,0.42897470557562795,-0.46884794121355805,0.0,1.3204956530503464,-0.8792532340319716,0.0,0.19877467408516247,4.236672530354128,0.0,-12.675306273255085,22.69655432745125,0.0,34.51336429761409,-138.2727279768634,0.0,0.0
0.77,0.44218750268563367,-0.4774249148414852,0.0,1.3218553948128795,-0.8357747560805133,0.0,0.07375050493749963,4.4567126865803575,0.0,-12.329213977587463,21.310349449526235,0.0,34.70148086214078,-138.9491112244898,0.0,0.0
0.78,0.45540770376340595,-0.4855563329884095,0.0,1.3219822299326618,-0.7901652947082776,0.0,-0.04780370448500615,4.662858912931663,0.0,-11.981352000435086,19.917964601971217,0.0,34.86699409982235,-139.50774476918633,0.0,0.0
0.79,0.46862315352587924,-0.4932215814970609,0.0,1.3209109426471743,-0.7425640783432612,0.0,-0.16587141818332396,4.855055394910257,0.0,-11.631955569908689,18.520606595825818,0.0,35.00806504220181,-139.94276580888916,0.0,0.0
0.8,0.4818220453191917,-0.5004014410815962,0.0,1.3186764704859884,-0.6931108322407535,0.0,-0.2804385443879529,5.0332586792688545,0.0,-11.28127830380358,17.11954087015029,0.0,35.122854720822104,-140.24831154153458,0.0,0.0
0.81,0.4949929225263298,-0.5070780916680383,0.0,1.315313878908985,-0.6419456519394294,0.0,-0.391493619455768,5.197438260290874,0.0,-10.929592209599633,15.716091492025527,0.0,35.20952416722624,-140.4185191650588,0.0,0.0
0.8200000000000001,0.5081246797119603,-0.5132351154399617,0.0,1.3108583341056086,-0.5892088708546424,0.0,-0.4990279917668661,5.347577166070648,0.0,-10.577187684461299,14.311641156553064,0.0,35.26623441295719,-140.44752587739802,0.0,0.0
0.8300000000000001,0.5212065634860594,-0.5188574985307977,0.0,1.3053450739551493,-0.5350409220089136,0.0,-0.6030360056214112,5.483672544793626,0.0,-10.224373515237591,12.907631186855062,0.0,35.291146489557924,-140.32946887648853,0.0,0.0
0.84,0.5342281730679508,-0.5239316313041305,0.0,1.298809377148058,-0.47958219389962065,0.0,-0.7035151851364796,5.605736251016581,0.0,-9.8714768784621,11.505561534074346,0.0,35.282421428571425,-140.05848536026656,0.0,0.0
0.85,0.547179460532361,-0.5284453071633552,0.0,1.2912865304682941,-0.4229728805038806,0.0,-0.8004664181429086,5.713795431947823,0.0,-9.51884334035298,10.106990777374332,0.0,35.23822026154068,-139.62871252666832,0.0,0.0
0.86,0.5600507307191039,-0.5323877198320721,0.0,1.2828117942367026,-0.36535282542063763,0.0,-0.8938941400821381,5.807893113727393,0.0,-9.166836856812957,8.713536123939111,0.0,35.15670402000867,-139.03428757363005,0.0,0.0
0.87,0.5728326407880043,-0.5357494590465859,0.0,1.273420365915424,-0.3068613601499418,0.0,-0.9838065179030577,5.888088787707279,0.0,-8.815839773429332,7.326873408973405,0.0,35.036033735518366,-138.26934769908797,0.0,0.0
0.88,0.5855161994006706,-0.538522504601886,0.0,1.2631473418733363,-0.24763713650942965,0.0,-1.070215633958854,5.95445899673162,0.0,-8.466252825473973,5.948737095702576,0.0,34.87437043961275,-137.32803010097834,0.0,0.0
0.89,0.5980927655107265,-0.5407002186924759,0.0,1.252027677312527,-0.18781795318800099,0.0,-1.1531376699038547,6.007097921416909,0.0,-8.11849513790332,4.580920275372609,0.0,34.669875163834796,-136.20447197723738,0.0,0.0
0.9,0.6105540467441138,-0.5422773364894256,0.0,1.240096144355798,-0.1275405764366948,0.0,-1.2325930905903746,6.046117966432206,0.0,-7.773004225358375,3.2252746672501402,0.0,34.42070893972749,-134.89281052580134,0.0,0.0
0.91,0.6228920973510743,-0.5432499548950196,0.0,1.2273872882952008,-0.0669405548967632,0.0,-1.3086068279655616,6.071650346779336,0.0,-7.4302359921647225,1.883710618622441,0.0,34.125032798833814,-133.38718294460642,0.0,0.0
0.92,0.6350993157114225,-0.5436155194163705,0.0,1.213935382001605,-0.006152028564940681,0.0,-1.3812084649682423,6.083845674073105,0.0,-7.09066473233251,0.5581971047974186,0.0,33.781007772696746,-131.68172643158888,0.0,0.0
0.93,0.6471684413747196,-0.5433728090993726,0.0,1.199774378495296,0.054692468104084124,0.0,-1.4504324194257676,6.082874542821498,0.0,-6.754783129556455,-0.7492382708963845,0.0,33.386794892859264,-129.77057818468495,0.0,0.0
0.9400000000000001,0.659092551616958,-0.5425219194643645,0.0,1.1849378616776067,0.1154622089580033,0.0,-1.5163181279508582,6.068928116705888,0.0,-6.423102257215849,-2.0365092771097792,0.0,32.940555190864345,-127.64787540183086,0.0,0.0
0.9500000000000001,0.6708650574953677,-0.5410642433848759,0.0,1.1694589952235792,0.17602848477002375,0.0,-1.5789102298384508,6.042218714861246,0.0,-6.096151578374548,-3.3014710544729553,0.0,32.44044969825497,-125.30775528096285,0.0,0.0
0.96,0.6824796993829542,-0.5390024498508285,0.0,1.1533704696356581,0.236264817724803,0.0,-1.6382587509625426,6.00298039815634,0.0,-5.77447894578099,-4.541920115595435,0.0,31.88463944657413,-122.7443550200172,0.0,0.0
0.97,0.6939305419643789,-0.5363404605575628,0.0,1.1367044474584151,0.29604718176719236,0.0,-1.6944192876730406,5.951469555473951,0.0,-5.458650601868163,-5.75559434506615,0.0,31.271285467364788,-119.95181181693003,0.0,0.0
0.98,0.7052119686747915,-0.5330834242620649,0.0,1.119492506654308,0.3552542288137721,0.0,-1.747453190692602,5.887965489991071,0.0,-5.149251178753646,-6.94017299945336,0.0,30.59854879216993,-116.92426286963766,0.0,0.0
0.99,0.7163186755632247,-0.5292376888477628,0.0,1.1017655821404662,0.4137675208271996,0.0,-1.7974277490134838,5.812771005459114,0.0,-4.846883698239573,-8.093276707304682,0.0,29.864590452532532,-113.6558453760763,0.0,0.0
1.0,0.7272456645621637,-0.5248107710392657,0.0,1.083553905486512,0.47147176775335153,0.0,-1.8444163737943862,5.726212992484116,0.0,-4.552169571812659,-9.212467469147107,0.0,29.06757147999558,-110.14069653418218,0.0,0.0
1.01,0.7379882361448967,-0.5198113237084174,0.0,1.0648869427734118,0.5282550713212733,0.0,-1.8884987822572998,5.628643014806954,0.0,-4.265748600644184,-10.295248657487,0.0,28.205652906102046,-106.37295354189155,0.0,0.0
1.02,0.7485419813522609,-0.5142491007130371,0.0,1.0457933306133584,0.5840091747059262,0.0,-1.9297611815843527,5.520437895583542,0.0,-3.9882789755899957,-11.339065016810075,0.0,27.276995762394918,-102.34675359714063,0.0,0.0
1.03,0.7589027731703915,-0.5081349192097174,0.0,1.0263008103306865,0.6386297180537412,0.0,-1.9682964528146505,5.402000303665035,0.0,-3.72043727719052,-12.341302663581395,0.0,26.27976108041717,-98.05623389786567,0.0,0.0
1.04,0.7690667572410855,-0.5014806193820545,0.0,1.006436160303817,0.6920164998709701,0.0,-2.0042043347411305,5.273759339878047,0.0,-3.462918475670744,-13.299289086245423,0.0,25.21210989171178,-93.49553164200289,0.0,0.0
1.05,0.77903034188639,-0.49429902152567884,0.0,0.9862251264682365,0.744073744274844,0.0,-2.037591607807398,5.136171123304846,0.0,-3.216435930940234,-14.210293145225954,0.0,24.07220322782173,-88.65878402748854,0.0,0.0
1.06,0.7887901874290247,-0.486603880431462,0.0,0.9656923509805043,0.7947103741075274,0.0,-2.0685722780045817,4.98971937756357,0.0,-2.9817213925931156,-15.07152507292615,0.0,22.85820212029001,-83.54012825225882,0.0,0.0
1.07,0.7983431947902516,-0.47840983700826867,0.0,0.9448612990432947,0.843840289912881,0.0,-2.09726776076817,4.834916017088425,0.0,-2.759524999908095,-15.880136473728534,0.0,21.56826760065958,-78.13370151424999,0.0,0.0
1.08,0.8076864933467978,-0.4697323670866279,0.0,0.923754183891468,0.8913826547760209,0.0,-2.123807064874863,4.672301733409894,0.0,-2.550615281848442,-16.633220323995005,0.0,20.200560700473428,-72.43364101139827,0.0,0.0
1.09,0.8168174280284455,-0.46058772734469433,0.0,0.9023918899391752,0.9372621850256846,0.0,-2.1483269763394173,4.502446581434947,0.0,-2.355779157062001,-17.327810972066814,0.0,18.75324245127454,-66.43408394163993,0.0,0.0
1.1,0.8257335456378987,-0.4509928982978717,0.0,0.8807938940879916,0.9814094467993952,0.0,-2.17097224231149,4.325950565727246,0.0,-2.175821933881185,-17.960884138264575,0.0,17.224473884605892,-60.12916750291113,0.0,0.0
1.11,0.8344325803745356,-0.44096552429347086,0.0,0.8589781851960854,1.0237611584714315,0.0,-2.191895754972485,4.143444226787346,0.0,-2.011567310322972,-18.529356914888254,0.0,15.612416032010454,-53.51302889314819,0.0,0.0
1.12,0.842912438543657,-0.4305238504517741,0.0,0.8369611817084148,1.0642604989435944,0.0,-2.2112587354323985,3.9555892273329056,0.0,-1.863857374088921,-19.030087766217214,0.0,13.915229925031213,-46.57980531028731,0.0,0.0
1.1300000000000001,0.8511711824328447,-0.41968665649487774,0.0,0.8147576474479588,1.1028574217987819,0.0,-2.2292309176266656,3.7630789385788956,0.0,-1.733552602565151,-19.45987652851013,0.0,12.131076595211159,-39.3236339522647,0.0,0.0
1.1400000000000001,0.8592070133370332,-0.40847318740468475,0.0,0.7923806055679768,1.1395089753173644,0.0,-2.2459907322130066,3.566639026517806,0.0,-1.6215318628223567,-19.815464410005085,0.0,10.258117074093253,-31.738652017016605,0.0,0.0
1.1500000000000001,0.8670182537139134,-0.3969030808514202,0.0,0.7698412506653038,1.1741796283563555,0.0,-2.261725490468269,3.3670280381998388,0.0,-1.5286924116158023,-20.093533990919497,0.0,8.294512393220483,-23.81899670247931,0.0,0.0
